"","ID","fundBakers","fundUSDRate","fundUSDPledged","creator","city","state","isStaffpick","categoryParent","categoryChild","fundUSDGoal","fundLength","descriptionLength","hasVideo","amountFAQ","amountUpdates","amountComments","amountImages","amountGifs","amountVideos","amountRewards","lowestReward","url","name","blurb","fundState","fundGoal","fundPledged","country","fundCurrency","fundCurrencySymbol","fundEnd","fundStart"
"1581",2060120995,478,1,12346,"Will Roya","Henderson","NV",FALSE,"games","playing cards",5000,24,766,TRUE,1,16,26,9,0,0,8,9,"https://www.kickstarter.com/projects/playingcarddecks/strigiformes-owl-bicycle-playing-cards-poker-size?ref=category","Strigiformes Owl Bicycle Playing Cards Poker Size Deck","This is a relaunch of last years project from Renee LeCompte now in collaboration with Will Roya with updated art & upgraded deck.",TRUE,5000,12346,"US","USD","$",2018-03-26,2018-03-02
"1582",2060521897,209,1,5414,"Collectable Playing Cards","Lexington","KY",FALSE,"games","playing cards",5000,30,548,FALSE,0,0,9,7,0,1,8,11,"https://www.kickstarter.com/projects/2104052526/bicycle-carnival-playing-cards-and-stripper-deck-m?ref=category","Bicycle Carnival Playing Cards & Stripper Deck Magic Trick","Grab your popcorn and cotton candy The Bicycle Carnival deck is coming to town! Also available as a stripper deck.",TRUE,5000,5414,"US","USD","$",2018-06-20,2018-05-21
"1585",2062309289,20,1.18415506,917.7201715,"Luca and Jona","Brussels","Capital Region of Brussels",FALSE,"games","playing cards",5920.7753,30,571,FALSE,0,2,1,0,0,0,7,15,"https://www.kickstarter.com/projects/luca-jona/fantasy-high-quality-playing-cards?ref=category","Fantasy high quality playing cards","Specially designed for cardists, magicians and collectors",FALSE,5000,775,"BE","EUR","€",2018-01-21,2017-12-22
"1586",2062563818,197,1,5405,"Collectable Playing Cards","Huntley","IL",FALSE,"games","playing cards",4000,30,258,FALSE,0,1,12,13,0,0,7,12,"https://www.kickstarter.com/projects/2104052526/bicycle-limited-edition-sistine-playing-cards?ref=category","Bicycle Limited Edition Sistine Playing Cards","Bicycle Branded Sistine Playing Cards - Limited to 1000 numbered decks.",TRUE,4000,5405,"US","USD","$",2015-11-01,2015-10-02
"1587",2062825173,31,1.21624021,907.31519666,"Colin Foley","Eastbourne","England",FALSE,"games","playing cards",6993.3812075,30,636,FALSE,0,13,12,6,0,0,12,1,"https://www.kickstarter.com/projects/626969907/foley-premium-playing-cards-relaunch?ref=category","Foley Premium Playing Cards (RELAUNCH)","We offer simple and floral design on a high quality stock from uspcc.
Simple is key when it's done right.",FALSE,5750,746,"GB","GBP","£",2017-04-11,2017-03-12
"1591",2070416765,107,1,4708,"Will Roya","Henderson","NV",FALSE,"games","playing cards",1000,14,655,TRUE,1,10,5,10,0,1,9,8,"https://www.kickstarter.com/projects/playingcarddecks/arrco-us-regulation-playing-cards-2018-limited-rep?ref=category","ARRCO U.S. Regulation Playing Cards - 2018 Limited Reprint","Poker Size Deck Printed by USPCC  - Made in the USA - Traditional Cut, Embossed Finish, Tuck Case Reveal, Limited Edition of 2500 Each.",TRUE,1000,4708,"US","USD","$",2018-04-09,2018-03-26
"1592",2070556395,218,1,7973,"Jared Hansen","Wichita","KS",FALSE,"games","playing cards",9500,34,1280,TRUE,0,21,25,41,0,2,14,11,"https://www.kickstarter.com/projects/804123477/the-architect?ref=category","The Architect - Playing Cards","Blueprint Edition : Inspired Playing Cards",FALSE,9500,7973,"US","USD","$",2015-07-04,2015-05-31
"1595",2074347800,48,1,1364,"Jackson Fyfe","Newton","MA",FALSE,"games","playing cards",10000,50,517,FALSE,0,3,2,12,0,0,10,10,"https://www.kickstarter.com/projects/1078744821/emblem-playing-cards-printed-by-the-uspcc?ref=category","Emblem Playing Cards//Printed By The USPCC","A beautiful deck of cards that is elegant and bold. Designed by Jackson Fyfe, these cards are printed by the USPCC and made to last.",FALSE,10000,1364,"US","USD","$",2015-01-30,2014-12-11
"1597",2077433894,10,1,372.13,"Evil Chair Productions","Charleston","IL",FALSE,"games","playing cards",10000,60,427,TRUE,0,1,1,0,0,0,7,1,"https://www.kickstarter.com/projects/1136996136/king-of-sht-mountain?ref=category","King of Sh!t Mountain","Build your army, then murder that army! An easy to learn, open and play card game just for you!",FALSE,10000,372.13,"US","USD","$",2016-05-31,2016-04-01
"1598",2077616221,56,1,1321,"Margo Burns","Manchester","NH",FALSE,"games","playing cards",1500,30,415,TRUE,0,5,11,0,0,0,6,15,"https://www.kickstarter.com/projects/margoburns/this-land-is-mine-playing-cards?ref=category","This Land is Mine Playing Cards","I'm making decks of playing cards using Nina Paley's copyheart artwork from her short animated film ""This Land Is Mine""",FALSE,1500,1321,"US","USD","$",2014-08-13,2014-07-14
"1604",2084251556,26,1.16315452,723.48211144,"Rana Mahmood","Hamburg","Hamburg",FALSE,"games","playing cards",2733.413122,30,348,FALSE,0,1,1,17,0,0,10,11,"https://www.kickstarter.com/projects/379839377/creatures-deck-of-cards-relaunch?ref=category","Creatures´ Deck of Cards - Relaunch","This is Volume 1 of 4. A set of 54 hand drawn Poker playing cards with a fantasy theme.",FALSE,2350,622,"DE","EUR","€",2017-12-02,2017-11-02
"1605",2084709697,160,1,5932.23,"Landry Sanders","Eagar","AZ",FALSE,"games","playing cards",6000,30,622,FALSE,0,6,22,15,0,0,17,1,"https://www.kickstarter.com/projects/1427052189/rainbow-illusion-playing-cards-version-2?ref=category","Rainbow Illusion Playing Cards Version 2","Rainbow Illusion playing cards V2 the second deck in the Rainbow Illusion set. Featuring a bold colorful, design 4 colors 2 suit sets.",FALSE,6000,5932.23,"US","USD","$",2016-09-11,2016-08-12
"1606",2085333742,479,0.79464599,23527.08382593,"Lee McKenzie","San Diego","CA",FALSE,"games","playing cards",19071.50376,30,1823,TRUE,0,19,110,24,0,0,10,18,"https://www.kickstarter.com/projects/kingsandcrooks/outlaw-playing-cards?ref=category","OUTLAW Playing Cards","Live free. Ride hard. Play hell. Cards inspired by the ride or die outlaw spirit of rebel motorcycle clubs. 100% custom. 200% bad ass.",TRUE,24000,29607,"AU","AUD","$",2018-02-15,2018-01-16
"1607",2085364616,172,1,3682,"Roman Kotiv","Glendale","CA",FALSE,"games","playing cards",3000,30,486,FALSE,2,12,21,19,0,0,10,1,"https://www.kickstarter.com/projects/891191024/chess-playing-cards?ref=category","Chess Playing Cards","Chess Cards is a unique deck of playing cards that can be used to play your favorite card game or a challenging game of chess.",TRUE,3000,3682,"US","USD","$",2014-12-20,2014-11-20
"1609",2085818420,186,1,5349,"Fek","Indianapolis","IN",FALSE,"games","playing cards",1500,30,575,FALSE,8,10,21,7,0,0,10,1,"https://www.kickstarter.com/projects/fek/untamed-playing-cards?ref=category","UNTAMED Playing Cards","Crisp, dark, earthy playing cards featuring anthropomorphic face card illustrations, decorated pips, and bold, chunky, style.",TRUE,1500,5349,"US","USD","$",2016-02-05,2016-01-06
"1610",2087093557,164,1,4979,"Collectable Playing Cards","Huntley","IL",FALSE,"games","playing cards",2500,30,209,FALSE,0,0,16,9,0,0,9,9,"https://www.kickstarter.com/projects/2104052526/bicycle-panthera-playing-cards?ref=category","Bicycle Panthera Playing Cards","You can almost hear the roar of the tiger in each one of Bicycle's hand drawn Panthera Playing Cards.Get them before they are extinct.",TRUE,2500,4979,"US","USD","$",2014-09-17,2014-08-18
"1612",2088861509,162,1,9176,"Michael Scott","Mesa","AZ",FALSE,"games","playing cards",12000,15,1245,FALSE,0,4,22,11,0,0,10,10,"https://www.kickstarter.com/projects/1500444958/1878-restoration-andrew-dougherty-euchre-playing-c?ref=category","1878 Restoration, Andrew Dougherty, Euchre Playing Cards","Restoration of a Euchre deck, a game that influenced the inception of the joker card.",FALSE,12000,9176,"US","USD","$",2015-05-19,2015-05-04
"1614",2090371289,644,1,27787,"David Goldklang","San Francisco","CA",FALSE,"games","playing cards",5000,15,543,FALSE,0,6,63,14,12,0,11,10,"https://www.kickstarter.com/projects/goldklangdesign/the-planets-earth-playing-cards-3-of-8?ref=category","The Planets: Earth Playing Cards [3 of 8]","A deck of Stellar Playing Cards — Vanda Artists Series designed by Srdjan Vidakovic.",TRUE,5000,27787,"US","USD","$",2018-04-30,2018-04-15
"1616",2091663643,69,1.09918858,1823.55385422,"LordsPlayingCards","Rosenheim","Bavaria",FALSE,"games","playing cards",4396.75432,32,368,TRUE,0,1,7,3,0,0,6,4,"https://www.kickstarter.com/projects/400944221/corarum-playing-cards?ref=category","Corarum Playing Cards","Beautifully crafted exquisite deck of playing cards. At an unbeatable price.",FALSE,4000,1659,"DE","EUR","€",2015-08-10,2015-07-09
"1618",2092178474,119,1,9074,"Stephen Lewis","Chicago","IL",FALSE,"games","playing cards",9000,31,577,FALSE,0,10,48,36,0,0,22,16,"https://www.kickstarter.com/projects/customgambler/day-of-the-dolls-pin-up-playing-cards?ref=category","Limited Edition Burlesque Playing Cards printed by the USPCC","Playing cards inspired by 1960's pin-up art and the Mexican holiday, the Day of the Dead. Only 1,000 decks will be printed!",TRUE,9000,9074,"US","USD","$",2017-12-01,2017-10-31
"1620",2092538672,57,1,2929,"Jason Nguyen","West Covina","CA",FALSE,"games","playing cards",2000,15,307,FALSE,0,6,14,9,2,0,13,14,"https://www.kickstarter.com/projects/jasonnguyendesigns/karat-velvet-red-playing-cards?ref=category","Karat Velvet Red & LimitedEdition Floral White Playing Cards","A deck of playing cards designed from my youth. Limited Edition Floral White w/ Gold Gilded Edges. Designed by Jason Nguyen Designs.",TRUE,2000,2929,"US","USD","$",2017-11-18,2017-11-03
"1621",2093451179,139,0.75964752,4633.09022448,"Vince H.","Singapore","Central Singapore",FALSE,"games","playing cards",5469.462144,30,1191,TRUE,0,1,10,33,0,6,12,12,"https://www.kickstarter.com/projects/vinceh/lmd-deck?ref=category","LMD Deck","100% Customised, Limited Edition Playing Cards.",FALSE,7200,6099,"SG","SGD","$",2018-05-23,2018-04-23
"1623",2094584742,270,1,10021,"Sarah Ferone","Philadelphia","PA",FALSE,"games","playing cards",9800,29,1370,FALSE,0,16,37,36,0,0,14,1,"https://www.kickstarter.com/projects/sferone/cocktail-hour-playing-cards?ref=category","Cocktail Hour ♠ Playing Cards","A refreshing twist to the classic playing card deck celebrating the art of the cocktail and modern mixology. To be printed with LPCC",TRUE,9800,10021,"US","USD","$",2016-06-16,2016-05-18
"1625",2099605978,456,1,24367,"Elite Playing Cards","Sacramento","CA",FALSE,"games","playing cards",15000,30,1654,TRUE,1,12,139,16,0,0,21,13,"https://www.kickstarter.com/projects/elitecards/syzygy-bicycle-playing-cards-deck?ref=category","Syzygy Bicycle® Playing Cards Deck","Bicycle® Syzygy. 56 Luxury Hand-crafted Playing Cards. Printed by the USPCC. Limited Edition.",TRUE,15000,24367,"US","USD","$",2016-08-11,2016-07-12
"1628",2102086649,171,1.20163422,5425.3785033,"D. Phillips","Palma de Mallorca","Balearic Islands",FALSE,"games","playing cards",4205.71977,20,375,FALSE,0,11,78,8,0,0,12,10,"https://www.kickstarter.com/projects/memefetish/infineight-playing-cards?ref=category","Infineight Playing Cards","Infineight custom designed poker sized playing cards printed by USPCC",TRUE,3500,4515,"ES","EUR","€",2018-01-23,2018-01-03
"1629",2102683108,69,1,2167,"Fancy King Playing Cards","Elkton","MD",FALSE,"games","playing cards",2000,30,394,FALSE,0,11,12,11,0,1,5,15,"https://www.kickstarter.com/projects/1477381911/fancy-king-essential-deck-re-launch?ref=category","Fancy King Essential Deck (playing cards re-launch)","A revitalized design on a bold and simple deck of cards.",TRUE,2000,2167,"US","USD","$",2016-09-18,2016-08-19
"1631",2107853756,445,1,14500,"Gambler's Warehouse","Dallas","TX",FALSE,"games","playing cards",7500,30,260,FALSE,0,10,58,4,0,1,17,12,"https://www.kickstarter.com/projects/207925240/arcanum-playing-cards-printed-by-us-playing-cards?ref=category","Arcanum Playing Cards Printed By US Playing Cards Company","ARCANUM is an original set of custom Poker playing cards designed by TDS and produced by Gambler's Warehouse.",TRUE,7500,14500,"US","USD","$",2014-11-26,2014-10-27
"1634",2109162802,277,0.7193546,7569.7684558,"Harris Soetikno (deleted)","Melbourne","VIC",TRUE,"games","playing cards",7193.546,34,260,FALSE,0,8,41,22,0,0,13,1,"https://www.kickstarter.com/projects/2895614/season-pass-playing-cards?ref=category","SEASON PASS playing cards","SEASON PASS takes you through a visual journey of the four seasons. From summerheat to winter chill, come and discover  it for yourself",TRUE,10000,10523,"AU","AUD","$",2016-01-18,2015-12-15
"1637",2112538163,48,1.29334985,1365.7774416,"Madackal Augustine Varghese","Sunderland","England",FALSE,"games","playing cards",10346.7988,35,481,TRUE,0,0,0,13,0,0,11,1,"https://www.kickstarter.com/projects/1602269269/split-playing-cards-standard-edition?ref=category","Split Playing Cards - Standard Edition","Unique, minimalistic and typographic playing cards. Inspired by international graphic design styles.",FALSE,8000,1056,"GB","GBP","£",2017-10-05,2017-08-31
"1639",2113938074,222,1,6502,"Wesley Robb","Cape Town","Western Cape",FALSE,"games","playing cards",6000,45,474,TRUE,0,13,70,10,0,1,11,5,"https://www.kickstarter.com/projects/1902535304/jintos-and-jokers-playing-cards-printed-by-uspcc?ref=category","Jinto's & Jokers Playing Cards printed by USPCC","We are releasing a minimalist deck of playing cards born and inspired in the streets of Cape Town.",TRUE,6000,6502,"US","USD","$",2018-03-29,2018-02-12
"1644",2119562036,289,1,10055.5,"Emmanuel Valtierra","San Antonio","TX",FALSE,"games","playing cards",6000,35,374,FALSE,0,14,35,23,0,0,15,1,"https://www.kickstarter.com/projects/521277495/el-dorado-maya-playing-cards-relaunch?ref=category","EL DORADO - MAYA Playing cards, relaunch","Discover EL DORADO trough the magic of cards!",TRUE,6000,10055.5,"US","USD","$",2016-12-23,2016-11-18
"1646",2121441718,14,1.45979008,360.56814976,"Becky Armstrong","Staffordshire","England",FALSE,"games","playing cards",583.916032,30,262,FALSE,0,2,1,4,0,0,5,5,"https://www.kickstarter.com/projects/1671305805/snapcat-fun-educational-and-cute-playing-cards?ref=category","Snap!Cat - fun, educational and cute playing cards!","A simple Snap! game based around adorable cats and the alphabet. Can be used to educate and entertain, or just to look at and go 'aww!'",FALSE,400,247,"GB","GBP","£",2016-06-20,2016-05-21
"1649",2123346507,64,1,2140,"Enfabled","Brooklyn","NY",FALSE,"games","playing cards",1500,23,657,FALSE,0,4,8,11,0,0,11,10,"https://www.kickstarter.com/projects/enfabled/intermezzo-tessellation-playing-cards?ref=category","Intermezzo: Tessellation Playing Cards","Tessellations transformed into playing cards with designs inspired by classical music and rock & roll.",TRUE,1500,2140,"US","USD","$",2017-12-29,2017-12-06
"1650",2123422531,136,1,3372,"Ember Waves (UnTied States)","Phoenix","AZ",FALSE,"games","playing cards",2000,15,500,TRUE,0,5,5,34,0,0,7,10,"https://www.kickstarter.com/projects/1095850670/the-sword-playing-cards-re-launch-by-ember-waves?ref=category","""The Sword"" Playing Cards Re-Launch by Ember Waves","""THE SWORD"" Playing Cards Designed By Ember Waves (MADE BY MPC) Extremely Rare Limited Quantity Deck",TRUE,2000,3372,"US","USD","$",2015-11-24,2015-11-09
"1654",2127561108,27,1,1177,"Timothy Daffinrud (deleted)","Hot Springs","AR",FALSE,"games","playing cards",7000,30,846,FALSE,0,0,2,17,0,0,20,1,"https://www.kickstarter.com/projects/cardology/cardology-is-a-deck-of-cards-calendar-very-interes?ref=category","CARDology: Mystery Of The Hidden Calendar in Playing Cards","CARDology is a calendar, beginning on the spring equinox. These 52 cards depict 52 major events hidden with-in standard playing cards.",FALSE,7000,1177,"US","USD","$",2016-12-24,2016-11-24
"1655",2128487492,44,1.11289298,2238.2169745866,"Tim Juretzek","Hamburg","Hamburg",FALSE,"games","playing cards",13354.71576,30,1159,TRUE,1,7,2,12,0,1,11,1,"https://www.kickstarter.com/projects/jur-games/the-waterfall-game?ref=category","The Waterfall Game","The Waterfall Game is a fun to play card drinking game for three or more players with a duration of about
fifteen to thirty minutes.",FALSE,12000,2011.17,"DE","EUR","€",2015-10-05,2015-09-05
"1657",2130983579,116,1,1570,"Bobby Alexander","Houston","TX",FALSE,"games","playing cards",500,30,286,FALSE,0,17,33,2,0,0,6,6,"https://www.kickstarter.com/projects/1468389582/golden-age-sci-fi-comic-book-cover-playing-cards?ref=category","Golden Age Sci-Fi Comic Book Cover Playing Cards","We are bringing classic golden sci-fi comic book graphics to high quality playing cards.",TRUE,500,1570,"US","USD","$",2015-02-04,2015-01-05
"1661",2137603623,136,1.54309319,2570.79325454,"Nic Carter","Greater London","England",FALSE,"games","playing cards",4629.27957,40,326,FALSE,0,6,7,5,0,0,9,1,"https://www.kickstarter.com/projects/1724810369/tzolkin-playing-cards?ref=category","Tzolk'in Playing Cards","Limited Edition Single print run 56 Custom Playing Card Deck with an ancient Mayan Theme.",FALSE,3000,1666,"GB","GBP","£",2015-06-10,2015-05-01
"1662",2139357564,495,1,10543,"Collectable Playing Cards","Lexington","KY",FALSE,"games","playing cards",4000,30,294,FALSE,0,1,34,6,0,0,5,11,"https://www.kickstarter.com/projects/2104052526/bicycle-stained-glass-phoenix-playing-cards?ref=category","Bicycle Stained Glass Phoenix Playing Cards","The Stained Glass Phoenix Playing Cards emerges from its ashes.",TRUE,4000,10543,"US","USD","$",2018-04-15,2018-03-16
"1664",2142537563,36,1,814,"Mark Allender","44221","OH",FALSE,"games","playing cards",1200,30,398,TRUE,1,21,0,5,0,0,7,1,"https://www.kickstarter.com/projects/markallender/xerography-playing-cards-mpc?ref=category","Xerography Playing Cards (MPC)","Playing cards with artwork processed by multiple generations on office photocopiers. Inspired by 80's - 90's band posters.",FALSE,1200,814,"US","USD","$",2016-02-03,2016-01-04
